[1] 234 {index_type: FLAT, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 512, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5000, dataNode*segment*insertBufSize: 16777216, rootCoord*minSegmentSizeToEnableIndex: 1024} 112.29465392976999 158.6778428722173 56.31511001288891 17.75722359010093 0.9992000000000001 234
[113] 55027 {index_type: SCANN, nlist: 155, nprobe: 35, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 546} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.61, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5067, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 131.35615798830986 1345.8698807917535 5.060541136190295 197.60732559775724 0.9957 1385
[114] 55470 {index_type: SCANN, nlist: 402, nprobe: 54, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 716} {dataCoord*segment*maxSize: 566, dataCoord*segment*sealProportion: 0.67, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 50300, dataNode*segment*insertBufSize: 9099955052, rootCoord*minSegmentSizeToEnableIndex: 100} 111.03276326693594 403.82477484457195 3.894066985696554 256.80092398850303 0.9909 443
[115] 55795 {index_type: SCANN, nlist: 327, nprobe: 41, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 314} {dataCoord*segment*maxSize: 3762, dataCoord*segment*sealProportion: 0.34, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9594, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2005} 107.93294466473162 295.51195993460715 2.776530809700489 360.1616796421835 0.9867999999999999 324
[116] 56215 {index_type: SCANN, nlist: 862, nprobe: 57, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 350} {dataCoord*segment*maxSize: 2633, dataCoord*segment*sealProportion: 0.21, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9620, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2697} 119.60427088104188 373.7132549844682 2.459899740293622 406.52063318671543 0.9687 420
[117] 56663 {index_type: SCANN, nlist: 976, nprobe: 39, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 360} {dataCoord*segment*maxSize: 2697, dataCoord*segment*sealProportion: 0.43, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9603, dataNode*segment*insertBufSize: 2247892946, rootCoord*minSegmentSizeToEnableIndex: 1823} 118.50167320854962 405.71386328339577 2.439861509948969 409.85932845873515 0.9332 447
[118] 57033 {index_type: SCANN, nlist: 1142, nprobe: 52, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 337} {dataCoord*segment*maxSize: 3388, dataCoord*segment*sealProportion: 0.38, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9854, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1422} 111.48961020819843 310.9653515238315 2.345110923051834 426.41906196003714 0.9505000000000001 369
[119] 57417 {index_type: SCANN, nlist: 528, nprobe: 58, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 655} {dataCoord*segment*maxSize: 2076, dataCoord*segment*sealProportion: 0.13, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88145, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1080} 115.91023566015065 358.7640814296901 2.9066375866532326 344.04013922885457 0.9855 384
[120] 57782 {index_type: SCANN, nlist: 1232, nprobe: 40, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 426} {dataCoord*segment*maxSize: 4987, dataCoord*segment*sealProportion: 0.45, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9822, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2445} 108.77876058965921 318.84804687462747 2.3447568770498037 426.4834490039794 0.9126000000000001 364
[121] 58178 {index_type: SCANN, nlist: 1219, nprobe: 58, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 423} {dataCoord*segment*maxSize: 1631, dataCoord*segment*sealProportion: 0.55, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9670, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2262} 118.50666424259543 355.7868592888117 2.36121709831059 423.5104009349597 0.9559000000000001 396
[122] 58613 {index_type: SCANN, nlist: 949, nprobe: 60, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 727} {dataCoord*segment*maxSize: 1719, dataCoord*segment*sealProportion: 0.37, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88148, dataNode*segment*insertBufSize: 3689747487, rootCoord*minSegmentSizeToEnableIndex: 1845} 115.83000510931015 399.69620304368436 2.6027202028781176 384.2134083003577 0.9685 434
[123] 59045 {index_type: SCANN, nlist: 1477, nprobe: 48, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 427} {dataCoord*segment*maxSize: 2809, dataCoord*segment*sealProportion: 0.4, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9533, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1963} 110.08355613052845 374.8893705550581 2.341939155012369 426.9965758332088 0.9265000000000001 431
[124] 59451 {index_type: SCANN, nlist: 1477, nprobe: 69, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 373} {dataCoord*segment*maxSize: 3356, dataCoord*segment*sealProportion: 0.45, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9774, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2005} 112.03803146630526 344.7269980739802 2.448281839489937 408.44970700282414 0.9539000000000001 406
[125] 59806 {index_type: SCANN, nlist: 971, nprobe: 68, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 453} {dataCoord*segment*maxSize: 4487, dataCoord*segment*sealProportion: 0.54, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9695, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2735} 125.48732205294073 317.51069737039506 2.585239438340068 386.81136654873274 0.9717 354
[126] 60217 {index_type: SCANN, nlist: 730, nprobe: 62, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 633} {dataCoord*segment*maxSize: 4195, dataCoord*segment*sealProportion: 0.34, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88155, dataNode*segment*insertBufSize: 3996390406, rootCoord*minSegmentSizeToEnableIndex: 3207} 117.90246072597802 377.70380231924355 2.604278152808547 383.9835614032104 0.9792000000000001 411
[127] 60649 {index_type: SCANN, nlist: 654, nprobe: 74, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 514} {dataCoord*segment*maxSize: 2814, dataCoord*segment*sealProportion: 0.76, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 50273, dataNode*segment*insertBufSize: 9479246787, rootCoord*minSegmentSizeToEnableIndex: 1561} 107.26491286233068 383.5021142065525 2.692902322858572 371.34655479760556 0.9907999999999999 431
[128] 61086 {index_type: SCANN, nlist: 996, nprobe: 85, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 652} {dataCoord*segment*maxSize: 3299, dataCoord*segment*sealProportion: 0.41, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 88149, dataNode*segment*insertBufSize: 2478198714, rootCoord*minSegmentSizeToEnableIndex: 2045} 106.44393623806536 396.3020980041474 2.649395599961281 377.4445764213598 0.9848 437
[129] 61492 {index_type: SCANN, nlist: 362, nprobe: 69, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 585} {dataCoord*segment*maxSize: 4519, dataCoord*segment*sealProportion: 0.52, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 50280, dataNode*segment*insertBufSize: 8775792244, rootCoord*minSegmentSizeToEnableIndex: 1470} 112.63186222873628 369.51490726321936 3.1720343101769686 315.25510199926237 0.9966 406
[130] 61851 {index_type: SCANN, nlist: 1034, nprobe: 67, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 516} {dataCoord*segment*maxSize: 2641, dataCoord*segment*sealProportion: 0.67, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9777, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 109.61196388676763 310.92965626716614 2.513128926977515 397.9103456513383 0.9696 358
[131] 62247 {index_type: SCANN, nlist: 345, nprobe: 75, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 740} {dataCoord*segment*maxSize: 3057, dataCoord*segment*sealProportion: 0.54, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88148, dataNode*segment*insertBufSize: 3024795752, rootCoord*minSegmentSizeToEnableIndex: 3039} 114.02316251955926 351.79862363263965 3.046509809792042 328.2444707008054 0.9966 396
[132] 62942 {index_type: SCANN, nlist: 592, nprobe: 85, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 591} {dataCoord*segment*maxSize: 3446, dataCoord*segment*sealProportion: 0.02, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88153, dataNode*segment*insertBufSize: 4932593315, rootCoord*minSegmentSizeToEnableIndex: 636} 102.88533848896623 640.5379822906107 3.187914466485381 313.6847021816373 0.9945 694
[133] 63386 {index_type: SCANN, nlist: 1273, nprobe: 65, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 717} {dataCoord*segment*maxSize: 3210, dataCoord*segment*sealProportion: 0.26, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88156, dataNode*segment*insertBufSize: 2379553782, rootCoord*minSegmentSizeToEnableIndex: 4625} 107.14547967538238 397.5937839746475 2.420827465131879 413.0818963364344 0.9608000000000002 444
[134] 63839 {index_type: SCANN, nlist: 739, nprobe: 76, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 632} {dataCoord*segment*maxSize: 2616, dataCoord*segment*sealProportion: 0.22, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88157, dataNode*segment*insertBufSize: 2387329505, rootCoord*minSegmentSizeToEnableIndex: 6794} 116.96355015784502 394.6896556634456 2.6790409963577986 373.26789749000363 0.9859000000000001 453
[135] 64171 {index_type: SCANN, nlist: 582, nprobe: 79, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 252} {dataCoord*segment*maxSize: 3818, dataCoord*segment*sealProportion: 0.35, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9835, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 3266} 120.47741428017616 287.7513434626162 2.7000835947692394 370.358903678856 0.9835 332
[136] 64656 {index_type: SCANN, nlist: 412, nprobe: 73, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 561} {dataCoord*segment*maxSize: 3459, dataCoord*segment*sealProportion: 0.99, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 50279, dataNode*segment*insertBufSize: 10000000000, rootCoord*minSegmentSizeToEnableIndex: 1191} 0 0 0 17.75722359010093 0.0384 484
[137] 65749 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 645} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.22, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 13226, dataNode*segment*insertBufSize: 1086380851, rootCoord*minSegmentSizeToEnableIndex: 100} 120.31886043213308 1047.5081852879375 7.7405540980398655 129.18971785924592 0.9989 1093
[138] 66177 {index_type: SCANN, nlist: 711, nprobe: 68, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 431} {dataCoord*segment*maxSize: 1164, dataCoord*segment*sealProportion: 0.6, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9830, dataNode*segment*insertBufSize: 3851757664, rootCoord*minSegmentSizeToEnableIndex: 1724} 108.93271355889738 384.5742163490504 2.709516730159521 369.06950559449973 0.9847 428
[139] 66664 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 677} {dataCoord*segment*maxSize: 1403, dataCoord*segment*sealProportion: 0.09, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88153, dataNode*segment*insertBufSize: 2925490550, rootCoord*minSegmentSizeToEnableIndex: 5381} 117.33222757652402 425.94546215608716 4.751918802037835 210.44130627214324 0.9992000000000001 486
[140] 67125 {index_type: SCANN, nlist: 1176, nprobe: 37, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 436} {dataCoord*segment*maxSize: 2422, dataCoord*segment*sealProportion: 0.73, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9756, dataNode*segment*insertBufSize: 3608308179, rootCoord*minSegmentSizeToEnableIndex: 963} 107.68273689597845 400.5911409892142 2.27667797729373 439.23647084630414 0.9127000000000001 461
[141] 67584 {index_type: SCANN, nlist: 806, nprobe: 72, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 483} {dataCoord*segment*maxSize: 851, dataCoord*segment*sealProportion: 0.68, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 50273, dataNode*segment*insertBufSize: 9178771458, rootCoord*minSegmentSizeToEnableIndex: 2845} 117.44634812884033 396.6021004244685 2.7668140567839146 361.42652866321583 0.9832000000000001 459
[142] 68075 {index_type: SCANN, nlist: 1273, nprobe: 79, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 676} {dataCoord*segment*maxSize: 3288, dataCoord*segment*sealProportion: 0.16, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88153, dataNode*segment*insertBufSize: 5712874364, rootCoord*minSegmentSizeToEnableIndex: 3672} 106.70067255571485 427.54855387844145 2.5843955278396606 386.93767622942636 0.9712000000000001 491
[143] 68499 {index_type: SCANN, nlist: 684, nprobe: 61, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 486} {dataCoord*segment*maxSize: 2123, dataCoord*segment*sealProportion: 0.31, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9686, dataNode*segment*insertBufSize: 1931413324, rootCoord*minSegmentSizeToEnableIndex: 4724} 107.94245946407318 376.4015786834061 2.549810303375125 392.1860377912518 0.9837 424
[144] 68865 {index_type: SCANN, nlist: 1100, nprobe: 85, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 708} {dataCoord*segment*maxSize: 3284, dataCoord*segment*sealProportion: 0.33, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88155, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 3876} 113.64196179807186 319.1414457876235 2.5076056495308876 398.7867869842596 0.9824 366
[145] 69306 {index_type: SCANN, nlist: 1230, nprobe: 74, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 649} {dataCoord*segment*maxSize: 3532, dataCoord*segment*sealProportion: 0.48, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88154, dataNode*segment*insertBufSize: 4822293143, rootCoord*minSegmentSizeToEnableIndex: 5303} 106.59110233932734 397.589837025851 2.418388558551669 413.4984828901451 0.9667 440
[146] 69783 {index_type: SCANN, nlist: 1323, nprobe: 91, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 623} {dataCoord*segment*maxSize: 4950, dataCoord*segment*sealProportion: 0.14, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88149, dataNode*segment*insertBufSize: 1142955935, rootCoord*minSegmentSizeToEnableIndex: 5920} 104.29518404230475 430.52307363785803 2.566306935623288 389.6650030901804 0.9785000000000001 477
[147] 71245 {index_type: SCANN, nlist: 684, nprobe: 81, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 399} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.56, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9726, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 133.14732097648084 1420.8641350604594 5.98118288628757 167.19100870374572 0.9965999999999999 1461
[148] 72073 {index_type: SCANN, nlist: 1342, nprobe: 73, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 629} {dataCoord*segment*maxSize: 3624, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88156, dataNode*segment*insertBufSize: 2383025454, rootCoord*minSegmentSizeToEnableIndex: 5446} 117.43158992007375 783.7447814941406 2.830840226262808 353.25201002960546 0.9712000000000001 827
[149] 72543 {index_type: SCANN, nlist: 1192, nprobe: 77, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 643} {dataCoord*segment*maxSize: 3825, dataCoord*segment*sealProportion: 0.66, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88155, dataNode*segment*insertBufSize: 2946307172, rootCoord*minSegmentSizeToEnableIndex: 3920} 113.59027107991278 412.4959073141217 2.6042088624089956 383.99377808543386 0.9741000000000002 470
[150] 72950 {index_type: SCANN, nlist: 38, nprobe: 38, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 541} {dataCoord*segment*maxSize: 2459, dataCoord*segment*sealProportion: 0.69, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 50265, dataNode*segment*insertBufSize: 6583112223, rootCoord*minSegmentSizeToEnableIndex: 1850} 107.40492885932326 339.73235620744526 4.555965105071664 219.49246250521279 0.9981 406
[151] 73393 {index_type: SCANN, nlist: 791, nprobe: 52, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 513} {dataCoord*segment*maxSize: 1596, dataCoord*segment*sealProportion: 0.4, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 50282, dataNode*segment*insertBufSize: 10000000000, rootCoord*minSegmentSizeToEnableIndex: 1014} 103.21305768191814 391.82433676719666 2.518190598115325 397.1105287854002 0.9716000000000001 442
[152] 73842 {index_type: SCANN, nlist: 770, nprobe: 52, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 311} {dataCoord*segment*maxSize: 4773, dataCoord*segment*sealProportion: 0.1, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9752, dataNode*segment*insertBufSize: 1335902186, rootCoord*minSegmentSizeToEnableIndex: 4568} 107.7992337141186 388.48647358454764 2.4900922290980816 401.59155083271867 0.9679000000000001 448
[153] 74323 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 225} {dataCoord*segment*maxSize: 2338, dataCoord*segment*sealProportion: 0.08, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9689, dataNode*segment*insertBufSize: 1193196313, rootCoord*minSegmentSizeToEnableIndex: 5340} 109.48175959661603 417.83784168958664 3.998682579025626 250.08236593855213 0.9975 481
[154] 74780 {index_type: SCANN, nlist: 885, nprobe: 53, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 383} {dataCoord*segment*maxSize: 4031, dataCoord*segment*sealProportion: 0.68, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9788, dataNode*segment*insertBufSize: 3286401406, rootCoord*minSegmentSizeToEnableIndex: 4892} 109.44902609102428 403.5094236545265 2.5987121146172285 384.80599462141373 0.9641000000000002 456
[155] 75247 {index_type: SCANN, nlist: 1160, nprobe: 62, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 419} {dataCoord*segment*maxSize: 4722, dataCoord*segment*sealProportion: 0.27, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9768, dataNode*segment*insertBufSize: 3868364410, rootCoord*minSegmentSizeToEnableIndex: 2081} 110.84883304871619 408.58038216270506 2.445408834144473 408.9295769432559 0.9622 466
[156] 76467 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 307} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.08, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 37370, dataNode*segment*insertBufSize: 263744355, rootCoord*minSegmentSizeToEnableIndex: 1937} 119.29842154867947 1156.7652659025043 5.909721001982689 169.21272589086757 0.9989000000000001 1220
[157] 76917 {index_type: SCANN, nlist: 941, nprobe: 77, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 815} {dataCoord*segment*maxSize: 6280, dataCoord*segment*sealProportion: 0.22, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 88149, dataNode*segment*insertBufSize: 2266676007, rootCoord*minSegmentSizeToEnableIndex: 3775} 109.83150111697614 391.21505358442664 2.7771991807967424 360.0750017912338 0.9814 449
[158] 77369 {index_type: SCANN, nlist: 1112, nprobe: 84, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 824} {dataCoord*segment*maxSize: 3220, dataCoord*segment*sealProportion: 0.37, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88146, dataNode*segment*insertBufSize: 4007986489, rootCoord*minSegmentSizeToEnableIndex: 6695} 110.41867727972567 409.69565388187766 2.5988766737282276 384.78162896642823 0.9812000000000001 452
[159] 77783 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 640} {dataCoord*segment*maxSize: 1962, dataCoord*segment*sealProportion: 0.31, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 50292, dataNode*segment*insertBufSize: 9639439022, rootCoord*minSegmentSizeToEnableIndex: 100} 105.70036352984607 349.55716875754297 4.477744871750474 223.3267032047479 0.9987 413
[160] 78246 {index_type: SCANN, nlist: 1116, nprobe: 62, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 438} {dataCoord*segment*maxSize: 3087, dataCoord*segment*sealProportion: 0.7, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 50272, dataNode*segment*insertBufSize: 9816125053, rootCoord*minSegmentSizeToEnableIndex: 1213} 103.59966223873198 403.3735493533313 2.37571819126606 420.92534530245916 0.9633999999999999 463
[161] 79243 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 545} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.31, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 27691, dataNode*segment*insertBufSize: 1454881837, rootCoord*minSegmentSizeToEnableIndex: 100} 121.3230390958488 949.6619662642479 6.365982297807932 157.08494827959873 0.9992000000000001 997
[162] 79704 {index_type: SCANN, nlist: 953, nprobe: 62, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 380} {dataCoord*segment*maxSize: 2689, dataCoord*segment*sealProportion: 0.5, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 50272, dataNode*segment*insertBufSize: 7026425301, rootCoord*minSegmentSizeToEnableIndex: 844} 116.20849265903234 397.9792289212346 2.4487244989722967 408.3758709563649 0.9683 460
[163] 80152 {index_type: SCANN, nlist: 1110, nprobe: 79, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 534} {dataCoord*segment*maxSize: 2838, dataCoord*segment*sealProportion: 0.38, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 88136, dataNode*segment*insertBufSize: 2683197693, rootCoord*minSegmentSizeToEnableIndex: 6011} 107.05224605835974 405.8252433594316 2.566072877496481 389.7005454403239 0.9753 448
[164] 80506 {index_type: SCANN, nlist: 1047, nprobe: 70, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 496} {dataCoord*segment*maxSize: 4443, dataCoord*segment*sealProportion: 0.43, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88133, dataNode*segment*insertBufSize: 105363049, rootCoord*minSegmentSizeToEnableIndex: 5853} 110.42849512770772 306.9745736476034 2.5198786165565252 396.84451204499845 0.9729000000000001 354
[165] 80900 {index_type: SCANN, nlist: 1087, nprobe: 62, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 526} {dataCoord*segment*maxSize: 3663, dataCoord*segment*sealProportion: 0.38, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 9796, dataNode*segment*insertBufSize: 1303076421, rootCoord*minSegmentSizeToEnableIndex: 4523} 115.75045251846313 348.660672435537 2.6533613856881857 376.88043754380493 0.9631000000000002 393
[166] 81284 {index_type: SCANN, nlist: 22, nprobe: 22, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 464} {dataCoord*segment*maxSize: 932, dataCoord*segment*sealProportion: 0.65, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 27689, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1790} 112.06834754534066 315.5053122192621 4.125694880262017 242.3834115276337 0.9993000000000001 384
[167] 81682 {index_type: SCANN, nlist: 556, nprobe: 16, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 355} {dataCoord*segment*maxSize: 1924, dataCoord*segment*sealProportion: 0.32, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 37383, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2037} 115.83045039325953 329.69594702124596 2.331749575212598 428.8625204997946 0.86 398
[168] 82721 {index_type: SCANN, nlist: 906, nprobe: 66, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 499} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.5, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 50272, dataNode*segment*insertBufSize: 10000000000, rootCoord*minSegmentSizeToEnableIndex: 4955} 113.68645740300417 977.8847026024014 5.893433919176459 169.6803618593451 0.9943 1039
