IVF_PQ-time	26.153963463002583	44.70212155900663	52.025426241001696	52.41245468200941	66.02803315699566	74.33591236699431	137.2849133869895	88.80736479299958	103.23143336400972	158.6458133200067	
IVF_PQ-recall	0.025639999999999996	0.0209	0.0212	0.020659999999999998	0.02086	0.02018	0.01959	0.02023	0.019190000000000002	0.018320000000000003	
IVF_SQ8-time	14.46717680200527	17.678613541007508	19.014357558000484	35.04233258299064	48.89964566200797	55.739873682992766	52.034017461992335	82.76563656399958	91.82338395099214	96.13296347099822	
IVF_SQ8-recall	0.9728800000000001	0.9702200000000001	0.9697500000000002	0.96762	0.9674300000000001	0.9677	0.9668100000000001	0.9671100000000002	0.9666100000000001	0.9662700000000001	
SCANN-time	12.173370032993262	18.051559999003075	25.672431970990147	32.09750634300872	38.98880878899945	46.01171805600461	50.593249486002605	60.220419519988354	66.39071313399472	73.36022770201089	
SCANN-recall	0.99345	0.98551	0.9783299999999999	0.97216	0.9663200000000001	0.96367	0.95919	0.9538500000000002	0.9500900000000001	0.9471400000000001	
IVF_SQ8-time	59.53810402499221	112.13787122898793	165.19572404699284	219.13522842500242	274.57014243000594	334.1747207199951	395.9207464399951	459.2653513510013	526.3291019390017	600.0560879330005	
IVF_SQ8-recall	0.9737400000000002	0.9718	0.9696	0.9694600000000002	0.9693	0.9673	0.9672400000000001	0.96725	0.96767	0.9666400000000002	
HNSW-time	7.4810133920109365	7.3633060379943345	8.097584372007987	7.294316147992504	9.092559640994295	8.073411361998296	8.581573171992204	8.28564104399993	9.206535056000575	8.187142084992956	
HNSW-recall	0.9808600000000001	0.9756800000000001	0.97144	0.96835	0.9671200000000001	0.96415	0.9630299999999999	0.9610299999999999	0.9593300000000001	0.9582800000000001	
IVF_PQ-time	7.657445535995066	8.169729758999893	8.605589949002024	9.1658305299934	10.390859670995269	11.464029566006502	12.620340880006552	13.662323343989556	15.076803674004623	16.110818656001356	
IVF_PQ-recall	0.00685	0.0070599999999999994	0.00644	0.00632	0.005660000000000001	0.005540000000000001	0.00585	0.005379999999999999	0.005270000000000001	0.0051600000000000005	
IVF_SQ8-time	18.103237231000094	29.46754100099497	32.96927155999583	34.818769568024436	39.60444471298251	41.35862251400249	45.82711594100692	45.18257935901056	49.58008979499573	69.71456665600999	
IVF_SQ8-recall	0.9719200000000001	0.9701	0.9690700000000001	0.96785	0.9677100000000001	0.9663600000000002	0.9661200000000001	0.96611	0.9656100000000002	0.9650900000000001	
